,gene_id,database,kegg_id
10000,blr0513,KEGG_pathway,map00720
10001,blr0513,KEGG_pathway,map01100
10002,blr0513,KEGG_pathway,map01110
10003,blr0513,KEGG_pathway,map01120
10004,blr0513,KEGG_pathway,map01130
10005,blr0513,KEGG_pathway,map01200
10016,blr0514,KEGG_pathway,map00020
10017,blr0514,KEGG_pathway,map00190
10018,blr0514,KEGG_pathway,map00650
10019,blr0514,KEGG_pathway,map00720
10020,blr0514,KEGG_pathway,map01100
10021,blr0514,KEGG_pathway,map01110
10022,blr0514,KEGG_pathway,map01120
10023,blr0514,KEGG_pathway,map01130
10024,blr0514,KEGG_pathway,map01200
10025,blr0514,KEGG_pathway,map05134
10035,blr0515,KEGG_pathway,map00020
10036,blr0515,KEGG_pathway,map00190
10037,blr0515,KEGG_pathway,map00650
10038,blr0515,KEGG_pathway,map00720
10039,blr0515,KEGG_pathway,map01100
10040,blr0515,KEGG_pathway,map01110
10041,blr0515,KEGG_pathway,map01120
10042,blr0515,KEGG_pathway,map01130
10043,blr0515,KEGG_pathway,map01200
10044,blr0516,KEGG_pathway,-
10046,blr0517,KEGG_pathway,map02010
10047,blr0518,KEGG_pathway,-
10048,blr0519,KEGG_pathway,-
10049,bsr0520,KEGG_pathway,-
10050,blr0521,KEGG_pathway,-
10058,bll0522,KEGG_pathway,map00220
10059,bll0522,KEGG_pathway,map00250
10060,bll0522,KEGG_pathway,map01100
10061,bll0522,KEGG_pathway,map01110
10062,bll0522,KEGG_pathway,map01130
10063,bll0522,KEGG_pathway,map01230
10064,bll0522,KEGG_pathway,map05418
10065,bll0523,KEGG_pathway,-
10066,bll0524,KEGG_pathway,-
10067,bll0525,KEGG_pathway,-
10068,bll0526,KEGG_pathway,-
10069,bll0527,KEGG_pathway,-
10083,blr0528,KEGG_pathway,map00010
10084,blr0528,KEGG_pathway,map00071
10085,blr0528,KEGG_pathway,map00350
10086,blr0528,KEGG_pathway,map00625
10087,blr0528,KEGG_pathway,map00626
10088,blr0528,KEGG_pathway,map00830
10089,blr0528,KEGG_pathway,map00980
10090,blr0528,KEGG_pathway,map00982
10091,blr0528,KEGG_pathway,map01100
10092,blr0528,KEGG_pathway,map01110
10093,blr0528,KEGG_pathway,map01120
10094,blr0528,KEGG_pathway,map01130
10095,blr0528,KEGG_pathway,map01220
10096,blr0529,KEGG_pathway,-
10097,blr0530,KEGG_pathway,-
10098,bll0531,KEGG_pathway,-
10100,bll0532,KEGG_pathway,map00790
10101,blr0533,KEGG_pathway,-
10105,blr0534,KEGG_pathway,map00790
10106,blr0534,KEGG_pathway,map01100
10107,blr0534,KEGG_pathway,map02020
10108,bll0535,KEGG_pathway,-
10109,blr0536,KEGG_pathway,-
10110,blr0537,KEGG_pathway,-
10111,blr0538,KEGG_pathway,-
10112,bsr0539,KEGG_pathway,-
10113,blr0540,KEGG_pathway,-
10129,blr0541,KEGG_pathway,map00260
10130,blr0541,KEGG_pathway,map00330
10131,blr0541,KEGG_pathway,map00340
10132,blr0541,KEGG_pathway,map00350
10133,blr0541,KEGG_pathway,map00360
10134,blr0541,KEGG_pathway,map00380
10135,blr0541,KEGG_pathway,map00950
10136,blr0541,KEGG_pathway,map00982
10137,blr0541,KEGG_pathway,map01100
10138,blr0541,KEGG_pathway,map01110
10139,blr0541,KEGG_pathway,map04726
10140,blr0541,KEGG_pathway,map04728
10141,blr0541,KEGG_pathway,map05030
10142,blr0541,KEGG_pathway,map05031
10143,blr0541,KEGG_pathway,map05034
10144,bll0542,KEGG_pathway,-
10145,bll0543,KEGG_pathway,-
10146,bll0544,KEGG_pathway,-
10147,bll0545,KEGG_pathway,-
10148,bll0546,KEGG_pathway,-
10149,blr0547,KEGG_pathway,-
10151,blr0548,KEGG_pathway,map00190
10157,bll0549,KEGG_pathway,map00670
10158,bll0549,KEGG_pathway,map00720
10159,bll0549,KEGG_pathway,map01100
10160,bll0549,KEGG_pathway,map01120
10161,bll0549,KEGG_pathway,map01200
10162,bsl0550,KEGG_pathway,-
10163,bsl0551,KEGG_pathway,-
10164,bll0552,KEGG_pathway,-
10168,bll0553,KEGG_pathway,map00230
10169,bll0553,KEGG_pathway,map00983
10170,bll0553,KEGG_pathway,map01100
10171,bll0554,KEGG_pathway,-
10172,bll0555,KEGG_pathway,-
10173,bll0556,KEGG_pathway,-
10178,bll0557,KEGG_pathway,map00071
10179,bll0557,KEGG_pathway,map00380
10180,bll0557,KEGG_pathway,map00627
10181,bll0557,KEGG_pathway,map01120
10182,bll0558,KEGG_pathway,-
10183,blr0559,KEGG_pathway,-
10184,bsl0560,KEGG_pathway,-
10185,bll0561,KEGG_pathway,-
10186,blr0562,KEGG_pathway,-
10187,bll0563,KEGG_pathway,-
10188,bll0564,KEGG_pathway,-
10189,bll0565,KEGG_pathway,-
10194,bll0566,KEGG_pathway,map00860
10195,bll0566,KEGG_pathway,map01100
10196,bll0566,KEGG_pathway,map01110
10197,bll0566,KEGG_pathway,map01120
10198,blr0567,KEGG_pathway,-
10201,blr0568,KEGG_pathway,map00564
10202,blr0568,KEGG_pathway,map01110
10203,blr0569,KEGG_pathway,-
10208,bll0570,KEGG_pathway,map00230
10209,bll0570,KEGG_pathway,map02025
10210,bll0570,KEGG_pathway,map04113
10211,bll0570,KEGG_pathway,map04213
10212,blr0571,KEGG_pathway,-
10213,bll0572,KEGG_pathway,-
10224,blr0573,KEGG_pathway,map00010
10225,blr0573,KEGG_pathway,map00620
10226,blr0573,KEGG_pathway,map00640
10227,blr0573,KEGG_pathway,map00680
10228,blr0573,KEGG_pathway,map00720
10229,blr0573,KEGG_pathway,map01100
10230,blr0573,KEGG_pathway,map01110
10231,blr0573,KEGG_pathway,map01120
10232,blr0573,KEGG_pathway,map01130
10233,blr0573,KEGG_pathway,map01200
10234,blr0574,KEGG_pathway,-
10235,bll0575,KEGG_pathway,-
10238,blr0576,KEGG_pathway,map02020
10239,blr0576,KEGG_pathway,map02030
10240,blr0577,KEGG_pathway,-
10241,bsl0578,KEGG_pathway,-
10242,blr0579,KEGG_pathway,-
10243,blr0580,KEGG_pathway,-
10250,blr0581,KEGG_pathway,map00230
10251,blr0581,KEGG_pathway,map00670
10252,blr0581,KEGG_pathway,map01100
10253,blr0581,KEGG_pathway,map01110
10254,blr0581,KEGG_pathway,map01130
10255,blr0581,KEGG_pathway,map01523
10257,bll0582,KEGG_pathway,map04138
10262,blr0583,KEGG_pathway,map00430
10263,blr0583,KEGG_pathway,map00460
10264,blr0583,KEGG_pathway,map00480
10265,blr0583,KEGG_pathway,map01100
10266,blr0584,KEGG_pathway,-
10276,bll0585,KEGG_pathway,map00480
10277,bll0585,KEGG_pathway,map00980
10278,bll0585,KEGG_pathway,map00982
10279,bll0585,KEGG_pathway,map00983
10280,bll0585,KEGG_pathway,map01524
10281,bll0585,KEGG_pathway,map05200
10282,bll0585,KEGG_pathway,map05204
10283,bll0585,KEGG_pathway,map05225
10284,bll0585,KEGG_pathway,map05418
10285,blr0586,KEGG_pathway,-
10286,blr0587,KEGG_pathway,-
10291,blr0588,KEGG_pathway,map00626
10292,blr0588,KEGG_pathway,map01100
10293,blr0588,KEGG_pathway,map01120
10294,blr0588,KEGG_pathway,map01220
10298,blr0589,KEGG_pathway,map00770
10299,blr0589,KEGG_pathway,map01100
10300,blr0589,KEGG_pathway,map01110
10303,bll0590,KEGG_pathway,map00920
10304,bll0590,KEGG_pathway,map01120
10305,bll0591,KEGG_pathway,-
10309,bll0593,KEGG_pathway,map00052
10310,bll0593,KEGG_pathway,map00520
10311,bll0593,KEGG_pathway,map01100
10314,blr0594,KEGG_pathway,map04621
10315,blr0594,KEGG_pathway,map05418
10317,blr0595,KEGG_pathway,map04112
10318,bll0596,KEGG_pathway,-
10319,bll0597,KEGG_pathway,-
10320,bll0598,KEGG_pathway,-
10321,bll0599,KEGG_pathway,-
10322,bll0600,KEGG_pathway,-
10323,blr0602,KEGG_pathway,-
10324,bsr0601,KEGG_pathway,-
10328,bll0603,KEGG_pathway,map00130
10329,bll0603,KEGG_pathway,map01100
10330,bll0603,KEGG_pathway,map01110
10332,blr0604,KEGG_pathway,map01040
10333,bll0605,KEGG_pathway,-
10335,blr0606,KEGG_pathway,map02020
10336,blr0607,KEGG_pathway,-
10337,blr0608,KEGG_pathway,-
10338,blr0609,KEGG_pathway,-
10339,blr0610,KEGG_pathway,-
10342,blr0611,KEGG_pathway,map04112
10343,blr0611,KEGG_pathway,map04212
10345,blr0612,KEGG_pathway,map02020
10346,blr0613,KEGG_pathway,-
10347,blr0614,KEGG_pathway,-
10352,blr0615,KEGG_pathway,map00300
10353,blr0615,KEGG_pathway,map01100
10354,blr0615,KEGG_pathway,map01120
10355,blr0615,KEGG_pathway,map01230
10356,blr0616,KEGG_pathway,-
10357,blr0617,KEGG_pathway,-
10359,blr0618,KEGG_pathway,map03410
10360,bll0619,KEGG_pathway,-
10361,bll0620,KEGG_pathway,-
10362,blr0621,KEGG_pathway,-
10370,blr0622,KEGG_pathway,map00360
10371,blr0622,KEGG_pathway,map00362
10372,blr0622,KEGG_pathway,map00621
10373,blr0622,KEGG_pathway,map00622
10374,blr0622,KEGG_pathway,map01100
10375,blr0622,KEGG_pathway,map01120
10376,blr0622,KEGG_pathway,map01220
10377,bll0623,KEGG_pathway,-
10378,blr0624,KEGG_pathway,-
10379,bll0626,KEGG_pathway,-
10381,blr0627,KEGG_pathway,map00970
10382,blr0628,KEGG_pathway,-
10389,blr0629,KEGG_pathway,map00230
10390,blr0629,KEGG_pathway,map00240
10391,blr0629,KEGG_pathway,map01100
10392,blr0629,KEGG_pathway,map03030
10393,blr0629,KEGG_pathway,map03430
10394,blr0629,KEGG_pathway,map03440
10395,bll0630,KEGG_pathway,-
10396,bll0631,KEGG_pathway,-
10397,bll0632,KEGG_pathway,-
10398,bll0633,KEGG_pathway,-
10399,bll0634,KEGG_pathway,-
10401,bll0635,KEGG_pathway,map03018
10402,bll0636,KEGG_pathway,-
10403,blr0637,KEGG_pathway,-
10404,blr0638,KEGG_pathway,-
10407,blr0639,KEGG_pathway,map00770
10408,blr0639,KEGG_pathway,map01100
10415,blr0640,KEGG_pathway,map00230
10416,blr0640,KEGG_pathway,map00240
10417,blr0640,KEGG_pathway,map01100
10418,blr0640,KEGG_pathway,map03030
10419,blr0640,KEGG_pathway,map03430
10420,blr0640,KEGG_pathway,map03440
10424,bll0641,KEGG_pathway,map02024
10425,bll0641,KEGG_pathway,map03060
10426,bll0641,KEGG_pathway,map03070
10427,blr0642,KEGG_pathway,-
10428,blr0643,KEGG_pathway,-
10429,blr0644,KEGG_pathway,-
10430,bll0645,KEGG_pathway,-
10431,bll0646,KEGG_pathway,-
10432,bll0647,KEGG_pathway,-
10433,bll0648,KEGG_pathway,-
10434,bll0649,KEGG_pathway,-
10445,blr0650,KEGG_pathway,map00340
10446,blr0650,KEGG_pathway,map00350
10447,blr0650,KEGG_pathway,map00360
10448,blr0650,KEGG_pathway,map00400
10449,blr0650,KEGG_pathway,map00401
10450,blr0650,KEGG_pathway,map00960
10451,blr0650,KEGG_pathway,map01100
10452,blr0650,KEGG_pathway,map01110
10453,blr0650,KEGG_pathway,map01130
10454,blr0650,KEGG_pathway,map01230
10455,blr0651,KEGG_pathway,-
10460,blr0652,KEGG_pathway,map00340
10461,blr0652,KEGG_pathway,map01100
10462,blr0652,KEGG_pathway,map01110
10463,blr0652,KEGG_pathway,map01230
10468,blr0653,KEGG_pathway,map00340
10469,blr0653,KEGG_pathway,map01100
10470,blr0653,KEGG_pathway,map01110
10471,blr0653,KEGG_pathway,map01230
10476,blr0654,KEGG_pathway,map00340
10477,blr0654,KEGG_pathway,map01100
10478,blr0654,KEGG_pathway,map01110
10479,blr0654,KEGG_pathway,map01230
10484,blr0655,KEGG_pathway,map00340
10485,blr0655,KEGG_pathway,map01100
10486,blr0655,KEGG_pathway,map01110
10487,blr0655,KEGG_pathway,map01230
10490,blr0656,KEGG_pathway,map00770
10491,blr0656,KEGG_pathway,map01100
10492,bll0657,KEGG_pathway,-
10493,bll0658,KEGG_pathway,-
10494,bll0659,KEGG_pathway,-
10495,bll0660,KEGG_pathway,-
10496,bll0661,KEGG_pathway,-
10497,bsr0662,KEGG_pathway,-
10498,blr0663,KEGG_pathway,-
10499,bll0664,KEGG_pathway,-
10500,bll0665,KEGG_pathway,-
10501,bll0666,KEGG_pathway,-
10502,bll0667,KEGG_pathway,-
10506,bll0668,KEGG_pathway,map00270
10507,bll0668,KEGG_pathway,map00480
10508,bll0668,KEGG_pathway,map01100
10509,bll0669,KEGG_pathway,-
10510,bll0670,KEGG_pathway,-
10511,blr0671,KEGG_pathway,-
10512,bll0672,KEGG_pathway,-
10514,bll0673,KEGG_pathway,map00230
10515,bll0674,KEGG_pathway,-
10516,blr0675,KEGG_pathway,-
10517,blr0676,KEGG_pathway,-
10520,bll0677,KEGG_pathway,map00760
10521,bll0677,KEGG_pathway,map01100
10522,bll0679,KEGG_pathway,-
10526,blr0678,KEGG_pathway,map03018
10527,blr0678,KEGG_pathway,map04212
10528,blr0678,KEGG_pathway,map05152
10529,blr0680,KEGG_pathway,-
10533,blr0681,KEGG_pathway,map00564
10534,blr0681,KEGG_pathway,map01100
10535,blr0681,KEGG_pathway,map01110
10536,blr0682,KEGG_pathway,-
10539,blr0683,KEGG_pathway,map00240
10540,blr0683,KEGG_pathway,map01100
10541,blr0684,KEGG_pathway,-
10549,blr0685,KEGG_pathway,map00261
10550,blr0685,KEGG_pathway,map00300
10551,blr0685,KEGG_pathway,map01100
10552,blr0685,KEGG_pathway,map01110
10553,blr0685,KEGG_pathway,map01120
10554,blr0685,KEGG_pathway,map01130
10555,blr0685,KEGG_pathway,map01230
10567,blr0686,KEGG_pathway,map00010
10568,blr0686,KEGG_pathway,map00260
10569,blr0686,KEGG_pathway,map00680
10570,blr0686,KEGG_pathway,map01100
10571,blr0686,KEGG_pathway,map01110
10572,blr0686,KEGG_pathway,map01120
10573,blr0686,KEGG_pathway,map01130
10574,blr0686,KEGG_pathway,map01200
10575,blr0686,KEGG_pathway,map01230
10576,blr0686,KEGG_pathway,map04922
10577,blr0686,KEGG_pathway,map05230
10578,bll0687,KEGG_pathway,-
10579,bll0688,KEGG_pathway,-
10581,blr0689,KEGG_pathway,map03410
10582,blr0690,KEGG_pathway,-
10583,blr0691,KEGG_pathway,-
10584,bll0692,KEGG_pathway,-
10585,bll0693,KEGG_pathway,-
10586,blr0694,KEGG_pathway,-
10587,bll0695,KEGG_pathway,-
10588,bll0696,KEGG_pathway,-
10589,blr0697,KEGG_pathway,-
10596,blr0698,KEGG_pathway,map00072
10597,blr0698,KEGG_pathway,map00280
10598,blr0698,KEGG_pathway,map00281
10599,blr0698,KEGG_pathway,map00650
10600,blr0698,KEGG_pathway,map01100
10601,blr0698,KEGG_pathway,map04146
10602,bll0699,KEGG_pathway,-
10605,bll0700,KEGG_pathway,map01524
10606,bll0700,KEGG_pathway,map04016
10607,bsr0701,KEGG_pathway,-
10608,bll0702,KEGG_pathway,-
10609,blr0703,KEGG_pathway,-
10610,bll0704,KEGG_pathway,-
10612,bll0705,KEGG_pathway,map00970
10614,bll0706,KEGG_pathway,map00970
10616,bll0707,KEGG_pathway,map03010
10618,bsl0708,KEGG_pathway,map03010
10619,blr0709,KEGG_pathway,-
10620,bll0710,KEGG_pathway,-
10621,blr0711,KEGG_pathway,-
10622,blr0712,KEGG_pathway,-
10623,bll0713,KEGG_pathway,-
10624,bll0714,KEGG_pathway,-
10634,bll0715,KEGG_pathway,map00480
10635,bll0715,KEGG_pathway,map00980
10636,bll0715,KEGG_pathway,map00982
10637,bll0715,KEGG_pathway,map00983
10638,bll0715,KEGG_pathway,map01524
10639,bll0715,KEGG_pathway,map05200
10640,bll0715,KEGG_pathway,map05204
10641,bll0715,KEGG_pathway,map05225
10642,bll0715,KEGG_pathway,map05418
10644,blr0716,KEGG_pathway,map00550
10646,bll0717,KEGG_pathway,map00190
10647,bll0718,KEGG_pathway,-
10648,blr0719,KEGG_pathway,-
10649,blr0720,KEGG_pathway,-
10650,blr0721,KEGG_pathway,-
10652,blr0722,KEGG_pathway,map02010
10655,blr0723,KEGG_pathway,map02020
10656,blr0723,KEGG_pathway,map05111
10657,blr0724,KEGG_pathway,-
10659,blr0725,KEGG_pathway,map02060
10660,bll0726,KEGG_pathway,-
10661,blr0727,KEGG_pathway,-
10662,bsl0728,KEGG_pathway,-
10663,bll0729,KEGG_pathway,-
10665,bll0730,KEGG_pathway,map02010
10667,bll0731,KEGG_pathway,map02010
10669,bll0732,KEGG_pathway,map02010
10671,bll0733,KEGG_pathway,map02010
10672,bll0734,KEGG_pathway,-
10673,bll0735,KEGG_pathway,-
10674,blr0736,KEGG_pathway,-
10675,bll0737,KEGG_pathway,-
10681,blr0738,KEGG_pathway,map00400
10682,blr0738,KEGG_pathway,map01100
10683,blr0738,KEGG_pathway,map01110
10684,blr0738,KEGG_pathway,map01130
10685,blr0738,KEGG_pathway,map01230
10688,blr0739,KEGG_pathway,map00240
10689,blr0739,KEGG_pathway,map01100
10691,blr0740,KEGG_pathway,map03010
10692,blr0741,KEGG_pathway,-
10693,blr0742,KEGG_pathway,-
10694,blr0743,KEGG_pathway,-
10700,blr0744,KEGG_pathway,map00400
10701,blr0744,KEGG_pathway,map01100
10702,blr0744,KEGG_pathway,map01110
10703,blr0744,KEGG_pathway,map01130
10704,blr0744,KEGG_pathway,map01230
10711,blr0745,KEGG_pathway,map00260
10712,blr0745,KEGG_pathway,map00400
10713,blr0745,KEGG_pathway,map01100
10714,blr0745,KEGG_pathway,map01110
10715,blr0745,KEGG_pathway,map01130
10716,blr0745,KEGG_pathway,map01230
10723,blr0746,KEGG_pathway,map00260
10724,blr0746,KEGG_pathway,map00400
10725,blr0746,KEGG_pathway,map01100
10726,blr0746,KEGG_pathway,map01110
10727,blr0746,KEGG_pathway,map01130
10728,blr0746,KEGG_pathway,map01230
10739,blr0747,KEGG_pathway,map00061
10740,blr0747,KEGG_pathway,map00620
10741,blr0747,KEGG_pathway,map00640
10742,blr0747,KEGG_pathway,map00720
10743,blr0747,KEGG_pathway,map01100
10744,blr0747,KEGG_pathway,map01110
10745,blr0747,KEGG_pathway,map01120
10746,blr0747,KEGG_pathway,map01130
10747,blr0747,KEGG_pathway,map01200
10748,blr0747,KEGG_pathway,map01212
10751,blr0748,KEGG_pathway,map00790
10752,blr0748,KEGG_pathway,map01100
10753,blr0749,KEGG_pathway,-
10754,blr0750,KEGG_pathway,-
10757,bll0751,KEGG_pathway,map04621
10758,bll0751,KEGG_pathway,map05418
10759,bll0752,KEGG_pathway,-
10760,bll0753,KEGG_pathway,-
10765,bll0754,KEGG_pathway,map00051
10766,bll0754,KEGG_pathway,map00520
10767,bll0754,KEGG_pathway,map01100
10768,bll0754,KEGG_pathway,map01110
10769,bll0755,KEGG_pathway,-
10772,bll0756,KEGG_pathway,map00520
10773,bll0756,KEGG_pathway,map01100
10774,bll0757,KEGG_pathway,-
10778,bll0758,KEGG_pathway,map00240
10779,bll0758,KEGG_pathway,map00983
10780,bll0758,KEGG_pathway,map01100
10783,bll0759,KEGG_pathway,map00770
10784,bll0759,KEGG_pathway,map01100
10785,bll0760,KEGG_pathway,-
10789,bll0761,KEGG_pathway,map00130
10790,bll0761,KEGG_pathway,map01100
10791,bll0761,KEGG_pathway,map01110
10793,blr0762,KEGG_pathway,map03410
10794,bll0763,KEGG_pathway,-
10795,bll0764,KEGG_pathway,-
10797,blr0765,KEGG_pathway,map04122
10802,bll0766,KEGG_pathway,map00630
10803,bll0766,KEGG_pathway,map01100
10804,bll0766,KEGG_pathway,map01110
10805,bll0766,KEGG_pathway,map01120
10807,blr0767,KEGG_pathway,map00970
10808,bll0768,KEGG_pathway,-
10812,blr0769,KEGG_pathway,map00061
10813,blr0769,KEGG_pathway,map01100
10814,blr0769,KEGG_pathway,map01212
10819,blr0770,KEGG_pathway,map00061
10820,blr0770,KEGG_pathway,map00780
10821,blr0770,KEGG_pathway,map01100
10822,blr0770,KEGG_pathway,map01212
10829,blr0771,KEGG_pathway,map00061
10830,blr0771,KEGG_pathway,map00333
10831,blr0771,KEGG_pathway,map00780
10832,blr0771,KEGG_pathway,map01100
10833,blr0771,KEGG_pathway,map01130
10834,blr0771,KEGG_pathway,map01212
10835,blr0772,KEGG_pathway,-
10845,bll0773,KEGG_pathway,map00480
10846,bll0773,KEGG_pathway,map00980
10847,bll0773,KEGG_pathway,map00982
10848,bll0773,KEGG_pathway,map00983
10849,bll0773,KEGG_pathway,map01524
10850,bll0773,KEGG_pathway,map05200
10851,bll0773,KEGG_pathway,map05204
10852,bll0773,KEGG_pathway,map05225
10853,bll0773,KEGG_pathway,map05418
10854,bll0774,KEGG_pathway,-
10855,bll0775,KEGG_pathway,-
10856,bll0776,KEGG_pathway,-
10858,bll0777,KEGG_pathway,map02026
10865,blr0778,KEGG_pathway,map00360
10866,blr0778,KEGG_pathway,map00380
10867,blr0778,KEGG_pathway,map00940
10868,blr0778,KEGG_pathway,map00983
10869,blr0778,KEGG_pathway,map01100
10870,blr0778,KEGG_pathway,map01110
10874,bll0779,KEGG_pathway,map00230
10875,bll0779,KEGG_pathway,map00240
10876,bll0779,KEGG_pathway,map03018
10878,bsl0780,KEGG_pathway,map03010
10879,bll0781,KEGG_pathway,-
10880,bll0782,KEGG_pathway,-
10881,bll0783,KEGG_pathway,-
10882,bll0784,KEGG_pathway,-
10883,bll0785,KEGG_pathway,-
10884,bll0786,KEGG_pathway,-
10885,blr0787,KEGG_pathway,-
10886,bll0788,KEGG_pathway,-
10887,bll0789,KEGG_pathway,-
10888,bll0790,KEGG_pathway,-
10889,bll0791,KEGG_pathway,-
10890,bll0792,KEGG_pathway,-
10891,bll0793,KEGG_pathway,-
10892,bll0794,KEGG_pathway,-
10893,bll0795,KEGG_pathway,-
10894,bll0796,KEGG_pathway,-
10895,bll0797,KEGG_pathway,-
10896,bll0798,KEGG_pathway,-
10897,bll0799,KEGG_pathway,-
10898,bll0800,KEGG_pathway,-
10899,bll0801,KEGG_pathway,-
10901,bll0802,KEGG_pathway,map00970
10902,bll0803,KEGG_pathway,-
10908,blr0804,KEGG_pathway,map00051
10909,blr0804,KEGG_pathway,map00230
10910,blr0804,KEGG_pathway,map00500
10911,blr0804,KEGG_pathway,map00520
10912,blr0804,KEGG_pathway,map01100
10914,bll0805,KEGG_pathway,map00640
10915,blr0806,KEGG_pathway,-
10923,blr0807,KEGG_pathway,map00250
10924,blr0807,KEGG_pathway,map00310
10925,blr0807,KEGG_pathway,map00350
10926,blr0807,KEGG_pathway,map00650
10927,blr0807,KEGG_pathway,map00760
10928,blr0807,KEGG_pathway,map01100
10929,blr0807,KEGG_pathway,map01120
10930,bsl0808,KEGG_pathway,-
10931,bll0809,KEGG_pathway,-
10932,bll0811,KEGG_pathway,-
10937,bll0812,KEGG_pathway,map00230
10938,bll0812,KEGG_pathway,map01100
10939,bll0812,KEGG_pathway,map01110
10940,bll0812,KEGG_pathway,map01130
10941,bll0813,KEGG_pathway,-
10942,blr0814,KEGG_pathway,-
10943,blr0815,KEGG_pathway,-
10944,bll0816,KEGG_pathway,-
10945,blr0817,KEGG_pathway,-
10946,bll0818,KEGG_pathway,-
10947,bll0819,KEGG_pathway,-
10948,bll0820,KEGG_pathway,-
10949,bll0821,KEGG_pathway,-
10953,bll0822,KEGG_pathway,map00520
10954,bll0822,KEGG_pathway,map00550
10955,bll0822,KEGG_pathway,map01100
10956,bll0823,KEGG_pathway,-
10957,bll0824,KEGG_pathway,-
10958,bll0825,KEGG_pathway,-
10959,bll0826,KEGG_pathway,-
10961,bll0827,KEGG_pathway,map03440
10962,bll0828,KEGG_pathway,-
10969,bll0829,KEGG_pathway,map00230
10970,bll0829,KEGG_pathway,map00240
10971,bll0829,KEGG_pathway,map01100
10972,bll0829,KEGG_pathway,map03030
10973,bll0829,KEGG_pathway,map03430
10974,bll0829,KEGG_pathway,map03440
10977,bll0830,KEGG_pathway,map02020
10978,bll0830,KEGG_pathway,map04112
10980,bsl0832,KEGG_pathway,map03010
10981,blr0833,KEGG_pathway,-
10982,blr0834,KEGG_pathway,-
10984,blr0835,KEGG_pathway,map02026
10985,bll0836,KEGG_pathway,-
10993,bll0837,KEGG_pathway,map00361
10994,bll0837,KEGG_pathway,map00364
10995,bll0837,KEGG_pathway,map00623
10996,bll0837,KEGG_pathway,map01100
10997,bll0837,KEGG_pathway,map01110
10998,bll0837,KEGG_pathway,map01120
10999,bll0837,KEGG_pathway,map01130
11000,bll0838,KEGG_pathway,-
11001,bll0839,KEGG_pathway,-
11002,blr0840,KEGG_pathway,-
11003,blr0841,KEGG_pathway,-
11004,blr0842,KEGG_pathway,-
11005,bll0843,KEGG_pathway,-
11007,bll0845,KEGG_pathway,map00620
11008,blr0844,KEGG_pathway,-
11009,blr0846,KEGG_pathway,-
11010,blr0847,KEGG_pathway,-
11011,blr0848,KEGG_pathway,-
11012,bll0849,KEGG_pathway,-
11013,blr0850,KEGG_pathway,-
11014,blr0851,KEGG_pathway,-
11017,blr0852,KEGG_pathway,map00900
11018,blr0852,KEGG_pathway,map01110
11022,blr0853,KEGG_pathway,map00860
11023,blr0853,KEGG_pathway,map01100
11024,blr0853,KEGG_pathway,map01110
11025,blr0854,KEGG_pathway,-
11026,blr0855,KEGG_pathway,-
11027,bll0856,KEGG_pathway,-
11028,blr0857,KEGG_pathway,-
11029,bsr0858,KEGG_pathway,-
11030,blr0860,KEGG_pathway,-
11031,bll0861,KEGG_pathway,-
11032,bsr0862,KEGG_pathway,-
11033,bll0863,KEGG_pathway,-
11034,blr0864,KEGG_pathway,-
11035,blr0865,KEGG_pathway,-
11036,blr0866,KEGG_pathway,-
11037,blr0867,KEGG_pathway,-
11038,bll0869,KEGG_pathway,-
11039,bll0870,KEGG_pathway,-
11046,blr0871,KEGG_pathway,map00230
11047,blr0871,KEGG_pathway,map00240
11048,blr0871,KEGG_pathway,map01100
11049,blr0871,KEGG_pathway,map03030
11050,blr0871,KEGG_pathway,map03430
11051,blr0871,KEGG_pathway,map03440
11052,blr0872,KEGG_pathway,-
11053,bll0873,KEGG_pathway,-
11054,bll0874,KEGG_pathway,-
11055,bll0875,KEGG_pathway,-
11056,blr0876,KEGG_pathway,-
11057,blr0877,KEGG_pathway,-
11058,bsl0879,KEGG_pathway,-
11059,bll0880,KEGG_pathway,-
11060,bll0881,KEGG_pathway,-
11061,bll0882,KEGG_pathway,-
11064,bll0883,KEGG_pathway,map02010
11065,bll0883,KEGG_pathway,map02024
11068,bll0884,KEGG_pathway,map02010
11069,bll0884,KEGG_pathway,map02024
11072,bll0885,KEGG_pathway,map02010
11073,bll0885,KEGG_pathway,map02024
11076,bll0886,KEGG_pathway,map02010
11077,bll0886,KEGG_pathway,map02024
11080,bll0887,KEGG_pathway,map02010
11081,bll0887,KEGG_pathway,map02024
11087,bll0888,KEGG_pathway,map00620
11088,bll0888,KEGG_pathway,map00640
11089,bll0888,KEGG_pathway,map00643
11090,bll0888,KEGG_pathway,map01100
11091,bll0888,KEGG_pathway,map01120
11092,bll0889,KEGG_pathway,-
11093,bll0890,KEGG_pathway,-
11094,bll0891,KEGG_pathway,-
11095,bll0892,KEGG_pathway,-
11096,blr0893,KEGG_pathway,-
11097,bll0894,KEGG_pathway,-
11099,bll0895,KEGG_pathway,map00903
11102,bll0896,KEGG_pathway,map00760
11103,bll0896,KEGG_pathway,map01100
11104,bll0897,KEGG_pathway,-
11105,blr0898,KEGG_pathway,-
11106,blr0899,KEGG_pathway,-
11107,bll0900,KEGG_pathway,-
11111,blr0901,KEGG_pathway,map00052
11112,blr0901,KEGG_pathway,map00500
11113,blr0901,KEGG_pathway,map01100
