,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM556935,pH 4 klang_Q4,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum grown aerobically,Bradyrhizobium japonicum,strain: wild-type,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum grown aerobically pH 4,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556935/suppl/GSM556935.CEL.gz,18968,growth condition: 4 h 28 C pH 4,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556935/suppl/GSM556935.CHP.gz,,,,treatment group: pH 4,,,,Prof. J. Vorholt,,4 h 28 C pH 4,,,AG,wild-type,pH 4,,,,,,,,,,
GSM556936,pH 8 klang_B8,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum grown aerobically,Bradyrhizobium japonicum,strain: wild-type,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum grown aerobically pH 8,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556936/suppl/GSM556936.CEL.gz,18968,growth condition: 4 h 28 C pH 8,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556936/suppl/GSM556936.CHP.gz,,,,treatment group: pH 8,,,,Prof. J. Vorholt,,4 h 28 C pH 8,,,AG,wild-type,pH 8,,,,,,,,,,
GSM556937,pH 8 klang_C8,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum grown aerobically,Bradyrhizobium japonicum,strain: wild-type,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum grown aerobically pH 8,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556937/suppl/GSM556937.CEL.gz,18968,growth condition: 4 h 28 C pH 8,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556937/suppl/GSM556937.CHP.gz,,,,treatment group: pH 8,,,,Prof. J. Vorholt,,4 h 28 C pH 8,,,AG,wild-type,pH 8,,,,,,,,,,
GSM556938,pH 8 klang_D8,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum grown aerobically,Bradyrhizobium japonicum,strain: wild-type,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum grown aerobically pH 8,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556938/suppl/GSM556938.CEL.gz,18968,growth condition: 4 h 28 C pH 8,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556938/suppl/GSM556938.CHP.gz,,,,treatment group: pH 8,,,,Prof. J. Vorholt,,4 h 28 C pH 8,,,AG,wild-type,pH 8,,,,,,,,,,
GSM556939,heat shock 5032 strain henneckeguests_20080613_kl_20080613_5032_heat_4,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5032 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5032,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5032 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556939/suppl/GSM556939.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556939/suppl/GSM556939.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5032,heat shock,,,,,,,,,,
GSM556940,heat shock 5032 strain henneckeguests_20080613_kl_20080613_5032_heat_3,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5032 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5032,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5032 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556940/suppl/GSM556940.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556940/suppl/GSM556940.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5032,heat shock,,,,,,,,,,
GSM556941,heat shock 5032 strain henneckeguests_20080613_kl_20080613_5032_heat_2,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5032 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5032,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5032 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556941/suppl/GSM556941.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556941/suppl/GSM556941.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5032,heat shock,,,,,,,,,,
GSM556942,heat shock 09-32 strain henneckeguests_20080613_kl_20080613_5009_heat_4,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 09-32 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 09-32,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 09-32 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556942/suppl/GSM556942.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556942/suppl/GSM556942.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 09-32,heat shock,,,,,,,,,,
GSM556943,heat shock 09-32 strain henneckeguests_20080613_kl_20080613_5009_heat_3,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 09-32 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 09-32,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 09-32 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556943/suppl/GSM556943.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556943/suppl/GSM556943.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 09-32,heat shock,,,,,,,,,,
GSM556944,heat shock 09-32 strain henneckeguests_20080613_kl_20080613_5009_heat_2,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 09-32 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 09-32,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 09-32 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556944/suppl/GSM556944.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556944/suppl/GSM556944.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 09-32,heat shock,,,,,,,,,,
GSM556945,heat shock 5009 strain gpessi_20080903_kl_20082008_5009B_heat1,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5009 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5009,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5009 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556945/suppl/GSM556945.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556945/suppl/GSM556945.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5009,heat shock,,,,,,,,,,
GSM556946,heat shock 5009 strain gpessi_20080903_kl_20082008_5009B_heat2,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5009 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5009,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5009 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556946/suppl/GSM556946.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556946/suppl/GSM556946.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5009,heat shock,,,,,,,,,,
GSM556947,heat shock 5009 strain gpessi_20080903_kl_20082008_5009B_heat3,Public on Dec 23 2019,Jun 16 2010,Dec 23 2019,RNA,1,B. japonicum 5009 grown aerobically,Bradyrhizobium japonicum,strain: B. japonicum 5009,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5).,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum 5009 mutant grown aerobically temperature stress,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA).",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556947/suppl/GSM556947.CEL.gz,18968,growth condition: 15 min 43 C,growth medium: AG,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556947/suppl/GSM556947.CHP.gz,,,,treatment group: heat shock,,,,Prof. J. Vorholt,,15 min 43 C,,,AG,B. japonicum 5009,heat shock,,,,,,,,,,
GSM556948,6498 nodules soybean 21 Days 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium. ,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556948/suppl/GSM556948.CEL.gz,18968,genotype/variation: blr1880 mutant,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556948/suppl/GSM556948.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,6498,,time: 21 Days,blr1880 mutant,,,,,,,,
GSM556949,6498 nodules soybean 21 Days 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium. ,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556949/suppl/GSM556949.CEL.gz,18968,genotype/variation: blr1880 mutant,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556949/suppl/GSM556949.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,6498,,time: 21 Days,blr1880 mutant,,,,,,,,
GSM556950,6498 nodules soybean 21 Days 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,Bradyrhizobium japonicum,strain: 6498,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by a B. japonicum blr1880 mutant,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556950/suppl/GSM556950.CEL.gz,18968,genotype/variation: blr1880 mutant,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556950/suppl/GSM556950.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,6498,,time: 21 Days,blr1880 mutant,,,,,,,,
GSM556951,110spc4 nodules soybean 21 Days 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by B. japonicum wild-type strain,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. japonicum wild-type strain,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556951/suppl/GSM556951.CEL.gz,18968,genotype/variation: wild type,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556951/suppl/GSM556951.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,110spc4,,time: 21 Days,wild type,,,,,,,,
GSM556952,110spc4 nodules soybean 21 Days 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by B. japonicum wild-type strain,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. japonicum wild-type strain,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556952/suppl/GSM556952.CEL.gz,18968,genotype/variation: wild type,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556952/suppl/GSM556952.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,110spc4,,time: 21 Days,wild type,,,,,,,,
GSM556953,110spc4 nodules soybean 21 Days 3,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by B. japonicum wild-type strain,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. japonicum wild-type strain,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556953/suppl/GSM556953.CEL.gz,18968,genotype/variation: wild type,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556953/suppl/GSM556953.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,110spc4,,time: 21 Days,wild type,,,,,,,,
GSM556954,110spc4 nodules soybean 21 Days 4,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,nodules soybean 21 dpi infected by B. japonicum wild-type strain,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. japonicum wild-type strain,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556954/suppl/GSM556954.CEL.gz,18968,genotype/variation: wild type,growth condition: nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556954/suppl/GSM556954.CHP.gz,,,,medium: soybean,,,,Prof. J. Vorholt,,nodules,soybean,21 Days,,110spc4,,time: 21 Days,wild type,,,,,,,,
GSM556955,110spc4 VMM stationary phase 1,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556955/suppl/GSM556955.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556955/suppl/GSM556955.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,110spc4,,phase: stationary,wild type,stationary,,,,,,,
GSM556956,110spc4 VMM stationary phase 2,Public on Dec 22 2020,Jun 16 2010,Dec 22 2020,RNA,1,B. japonicum wild-type strain grown in VMM until stationary phase,Bradyrhizobium japonicum,strain: 110spc4,Cells were grown to mid-exponential phase (OD600 of 0.4-0.5) and stationary phase (OD600 of 2) in VMM minimal medium.,total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum wild-type strain grown aerobically in VMM to stationary phase,"Signal intensities were detected and analyzed using the mas5 algorithm described in the Affymetrix statistical algorithms description document (http://www.affymetrix.com). Normalized signal values from the arrays were then analyzed using Genespring GX 7.3 (Agilent Technologies,CA, USA). For culture-grown bacteria or bacteroids, only those genes which are  in 80% of all replicates were further considered. For experiments comparing different conditions amongst culture-grown bacteria or bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst culture-grown bacteria or symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556956/suppl/GSM556956.CEL.gz,18968,genotype/variation: wild type,"growth condition: aerobic, stationary",ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM556nnn/GSM556956/suppl/GSM556956.CHP.gz,,,,medium: VMM,,,,Prof. J. Vorholt,,"aerobic, stationary",VMM,,,110spc4,,phase: stationary,wild type,stationary,,,,,,,
